temperature,humidity,wind_speed,rainfall_7d,consecutive_dry_days,soil_moisture,land_type,month,risk_score,risk_level,fire_occurred
25.6,79.9,9.7,16.2,2,90.3,0,11,0.011,Low,0
24.8,90.1,2.8,4.8,3,87.4,0,11,0.071,Low,0
28.1,80.7,6.6,7.0,1,94.1,0,5,0.213,Low,0
24.0,77.8,11.5,13.3,2,89.5,0,10,0.041,Low,0
24.6,94.5,8.5,25.3,4,84.8,0,5,0.0,Low,0
28.7,85.9,2.6,7.1,4,86.8,1,11,0.256,Low,0
26.7,77.0,9.4,3.2,1,93.4,0,12,0.0,Low,0
27.0,86.2,9.5,1.4,13,63.5,0,4,0.016,Low,0
25.1,71.2,10.6,25.9,4,85.1,1,5,0.0,Low,0
25.3,86.9,10.6,11.1,3,87.7,0,4,0.0,Low,0
31.4,29.1,16.4,18.9,3,90.7,0,7,0.591,High,1
26.9,71.7,22.3,16.1,4,86.0,1,3,0.123,Low,0
27.7,46.4,4.1,0.0,16,56.4,0,8,0.432,Medium,0
34.0,34.6,8.1,0.0,15,62.0,1,7,1.0,Critical,1
24.0,75.1,8.6,0.6,17,52.0,0,5,0.404,Medium,0
24.4,82.4,12.3,23.6,3,87.2,1,1,0.145,Low,0
26.1,79.4,12.9,13.0,2,90.5,0,4,0.044,Low,0
27.9,76.6,9.9,13.4,0,95.0,0,1,0.0,Low,0
25.5,71.3,5.9,32.0,4,85.3,1,4,0.099,Low,0
28.2,81.4,1.9,7.5,2,91.6,0,1,0.053,Low,0
27.2,90.3,15.6,5.0,4,86.1,1,3,0.113,Low,0
31.1,53.3,4.0,0.7,23,40.5,0,6,0.635,High,1
26.3,83.1,19.3,12.6,4,85.6,0,10,0.089,Low,0
29.7,78.8,4.7,4.0,3,89.9,0,5,0.131,Low,0
31.3,45.8,8.1,0.0,11,70.6,0,8,0.599,High,1
25.0,93.5,6.9,5.8,2,90.0,0,3,0.111,Low,0
25.9,79.7,14.9,18.0,3,87.9,0,12,0.11,Low,1
30.3,31.3,1.9,0.0,19,50.1,1,8,0.99,Critical,1
30.3,39.2,14.6,0.0,23,40.1,0,8,0.75,High,1
31.0,64.3,23.6,2.6,0,95.0,0,6,0.476,Medium,0
27.5,70.7,15.0,2.4,3,88.8,0,4,0.059,Low,0
29.3,56.9,25.0,0.0,11,69.7,0,7,0.517,Medium,0
32.9,42.4,6.9,2.1,0,95.0,0,8,0.452,Medium,0
36.8,46.1,9.8,2.2,4,90.9,1,7,0.878,Critical,0
27.0,80.7,12.5,31.4,1,93.5,1,2,0.041,Low,0
25.1,80.6,4.7,10.9,4,85.0,1,3,0.079,Low,0
29.3,45.3,7.1,1.4,24,37.1,0,7,0.416,Medium,1
26.0,93.3,7.3,8.9,4,85.5,0,11,0.0,Low,0
26.7,72.3,8.7,7.3,3,88.4,0,1,0.044,Low,0
29.4,76.9,17.2,9.6,4,87.2,0,10,0.178,Low,0
26.7,79.5,14.9,37.0,3,88.4,1,2,0.062,Low,0
24.2,73.9,3.9,48.7,1,92.1,0,3,0.004,Low,1
24.0,69.9,8.1,10.4,2,89.5,0,11,0.061,Low,0
27.7,80.0,15.8,2.6,4,86.4,0,10,0.076,Low,0
34.2,52.5,3.0,2.1,3,92.1,0,8,0.593,High,1
35.9,52.8,17.1,0.0,22,45.5,0,8,0.785,Critical,1
29.2,63.4,33.6,0.6,10,72.1,0,4,0.535,Medium,1
27.6,86.0,16.5,2.0,9,73.8,1,4,0.339,Low,0
25.0,70.9,13.3,2.9,1,92.5,0,12,0.196,Low,0
31.5,44.7,16.2,0.0,16,58.2,0,7,0.664,High,1
27.7,71.8,15.2,10.2,0,95.0,0,2,0.002,Low,0
29.0,67.4,21.9,23.1,1,94.5,0,10,0.252,Low,0
25.0,77.5,5.2,1.6,16,55.0,0,1,0.279,Low,0
28.8,30.5,4.1,0.0,21,44.4,1,9,0.932,Critical,1
26.9,74.7,26.7,0.3,23,38.5,1,5,0.742,High,1
25.6,67.7,0.6,2.6,4,85.3,1,1,0.186,Low,0
26.5,83.4,4.7,7.8,0,95.0,1,5,0.107,Low,1
27.0,77.6,33.5,7.7,0,95.0,0,1,0.101,Low,0
25.7,83.1,7.7,24.5,1,92.8,1,5,0.042,Low,0
27.6,71.1,4.3,21.6,4,86.3,0,3,0.0,Low,0
26.2,75.5,3.9,6.5,4,85.6,1,10,0.005,Low,0
24.8,85.8,7.8,13.3,4,84.9,1,2,0.06,Low,0
26.3,76.6,11.0,10.4,0,95.0,0,12,0.025,Low,0
25.4,80.7,6.6,63.5,3,87.7,0,10,0.0,Low,0
27.0,72.8,1.8,10.1,3,88.5,1,11,0.0,Low,0
26.7,86.0,23.1,20.5,2,90.9,0,1,0.119,Low,1
26.0,87.6,6.5,4.0,0,95.0,1,1,0.095,Low,0
27.0,72.6,6.1,13.4,1,93.5,0,3,0.052,Low,0
29.9,74.6,6.4,2.3,0,95.0,1,3,0.186,Low,0
31.4,82.9,16.4,0.9,7,80.7,0,1,0.495,Medium,0
30.0,92.6,8.3,61.8,1,95.0,0,3,0.213,Low,0
27.1,80.0,4.8,15.0,4,86.1,1,10,0.045,Low,0
27.8,75.5,8.1,38.0,2,91.4,0,10,0.0,Low,0
24.0,72.3,15.2,9.6,4,84.5,1,12,0.0,Low,0
24.0,52.0,12.6,5.1,4,84.5,1,10,0.291,Low,0
26.6,83.2,10.5,27.7,0,95.0,1,5,0.0,Low,0
35.0,61.6,17.4,0.0,19,52.5,1,9,1.0,Critical,1
26.4,71.7,8.5,3.0,1,93.2,0,10,0.033,Low,0
27.8,73.3,3.4,47.2,1,93.9,1,10,0.034,Low,0
32.9,60.2,10.1,0.0,14,64.0,0,7,0.558,High,1
32.6,57.8,5.5,6.5,3,91.3,0,9,0.196,Low,0
33.6,65.6,17.9,0.0,24,39.3,0,6,0.733,High,1
26.3,76.4,7.2,2.0,2,90.6,0,5,0.136,Low,0
31.8,50.8,12.3,2.7,1,95.0,0,9,0.487,Medium,0
29.0,79.4,28.8,9.9,3,89.5,1,5,0.355,Medium,0
31.5,43.3,1.4,0.0,20,48.3,0,9,0.708,High,1
38.0,48.5,13.9,0.0,19,54.0,0,7,0.851,Critical,1
25.8,68.9,5.9,0.8,18,50.4,0,5,0.441,Medium,0
27.9,69.6,14.4,16.0,3,88.9,0,12,0.058,Low,0
24.8,69.8,13.7,3.9,2,89.9,1,4,0.241,Low,0
26.1,80.3,4.9,8.2,3,88.1,1,2,0.0,Low,0
31.6,46.3,5.8,5.1,1,95.0,0,9,0.377,Medium,1
24.3,85.5,18.6,2.5,1,92.2,0,11,0.184,Low,0
25.6,84.4,9.7,9.5,2,90.3,0,12,0.003,Low,0
30.7,61.5,26.3,0.0,22,42.9,0,7,0.679,High,0
31.1,30.7,12.7,2.0,7,80.6,0,9,0.629,High,1
29.6,86.0,15.4,15.1,1,94.8,1,10,0.176,Low,0
24.0,71.3,23.2,11.9,4,84.5,0,5,0.085,Low,0
24.7,75.2,6.3,2.3,0,94.8,0,4,0.03,Low,0
31.5,36.6,9.0,1.2,5,85.7,1,9,0.796,Critical,1
26.0,86.9,10.8,30.9,4,85.5,0,3,0.0,Low,0
35.3,55.3,5.0,0.0,16,60.2,1,9,1.0,Critical,1
26.2,86.5,15.9,27.7,4,85.6,0,2,0.045,Low,0
26.0,76.5,24.4,1.2,12,65.5,1,10,0.439,Medium,0
26.8,67.8,10.4,10.9,2,90.9,0,10,0.051,Low,0
33.8,43.1,9.6,0.0,7,81.9,0,8,0.634,High,0
29.1,34.6,11.2,6.0,0,95.0,0,6,0.389,Medium,0
25.5,90.8,4.2,9.7,1,92.7,0,12,0.041,Low,0
26.0,74.5,1.9,5.6,3,88.0,1,1,0.0,Low,0
30.3,40.3,22.0,0.0,15,60.2,0,6,0.725,High,0
32.2,36.9,10.1,0.0,18,53.6,0,7,0.74,High,1
29.2,79.4,12.0,8.1,4,87.1,0,5,0.127,Low,0
28.7,81.8,24.7,30.8,3,89.4,1,12,0.28,Low,0
29.8,60.0,14.3,0.0,17,54.9,1,9,0.698,High,1
27.6,76.6,1.1,10.6,2,91.3,1,11,0.0,Low,0
27.7,75.7,1.1,25.4,0,95.0,0,2,0.028,Low,0
24.6,68.2,9.6,9.0,1,92.3,0,1,0.092,Low,0
26.9,64.3,5.1,2.9,4,86.0,1,2,0.199,Low,0
26.2,75.8,13.1,4.0,1,93.1,1,2,0.124,Low,0
28.5,82.6,6.2,2.4,4,86.7,1,1,0.335,Low,0
25.5,77.9,2.8,8.0,4,85.2,0,12,0.053,Low,0
28.2,44.3,24.1,0.0,22,41.6,0,8,0.659,High,1
31.3,59.4,4.7,1.2,19,50.7,1,8,0.785,Critical,1
24.4,79.1,3.6,6.5,2,89.7,0,5,0.001,Low,0
27.1,81.6,5.1,1.6,16,56.0,1,4,0.392,Medium,1
27.8,77.9,12.2,6.4,1,93.9,0,1,0.039,Low,0
25.2,73.9,7.3,17.4,0,95.0,1,3,0.0,Low,0
29.0,68.7,7.0,20.2,0,95.0,0,3,0.148,Low,0
31.4,46.6,6.4,0.0,18,53.2,1,9,1.0,Critical,1
25.2,78.5,20.2,11.6,0,95.0,0,11,0.127,Low,0
30.9,44.8,7.8,0.0,15,60.4,0,7,0.618,High,0
32.4,57.6,16.8,0.0,22,43.7,1,7,0.949,Critical,1
31.9,52.8,21.1,2.9,4,88.5,0,9,0.474,Medium,0
27.2,62.2,7.5,9.3,1,93.6,1,12,0.124,Low,0
26.9,82.7,9.4,45.2,2,91.0,1,5,0.012,Low,0
26.2,67.4,23.6,0.6,5,83.1,1,10,0.488,Medium,1
30.0,78.0,3.7,17.3,4,87.5,1,4,0.27,Low,0
24.2,82.8,7.6,4.3,2,89.6,1,12,0.165,Low,0
34.5,27.8,6.6,0.0,6,84.8,0,8,0.851,Critical,0
28.4,41.0,7.8,4.5,2,91.7,0,6,0.365,Medium,0
28.6,70.3,7.0,13.3,2,91.8,1,2,0.142,Low,0
28.0,95.0,5.1,12.0,1,94.0,0,12,0.094,Low,0
29.0,62.5,5.4,21.1,0,95.0,0,10,0.148,Low,0
24.4,79.5,10.4,5.3,1,92.2,0,10,0.057,Low,0
35.0,56.8,1.9,0.0,5,87.5,0,9,0.565,High,1
28.3,69.8,0.8,17.9,1,94.2,1,12,0.208,Low,0
25.7,87.5,1.0,18.8,3,87.9,1,4,0.0,Low,0
28.8,75.8,5.8,14.6,2,91.9,1,4,0.205,Low,0
30.0,92.4,14.6,24.6,3,90.0,0,4,0.063,Low,0
34.2,40.0,8.8,1.7,15,62.1,0,6,0.692,High,1
25.5,92.1,9.8,14.3,1,92.8,1,10,0.0,Low,0
29.5,81.2,10.7,7.0,1,94.8,0,4,0.196,Low,0
24.4,68.9,16.8,1.2,24,34.7,1,4,0.496,Medium,0
28.8,39.8,0.1,0.0,14,61.9,0,6,0.673,High,1
26.9,69.2,3.8,6.2,0,95.0,0,11,0.056,Low,0
27.9,84.2,3.4,0.6,15,59.0,0,12,0.347,Low,0
29.0,63.3,14.2,46.7,2,92.0,1,3,0.236,Low,0
30.4,39.1,6.5,0.0,24,37.7,0,9,0.807,Critical,1
26.1,68.0,12.7,38.0,2,90.6,0,11,0.025,Low,0
26.0,75.8,8.8,26.9,2,90.5,1,11,0.004,Low,0
26.2,85.1,10.5,0.1,7,78.1,0,1,0.211,Low,1
24.1,69.8,1.3,8.7,2,89.6,0,12,0.026,Low,0
26.9,75.1,8.6,7.1,0,95.0,0,1,0.085,Low,0
28.4,73.1,5.3,16.1,2,91.7,1,10,0.154,Low,0
28.7,40.1,7.7,0.0,10,71.9,1,6,0.644,High,1
26.8,73.7,17.3,12.2,1,93.4,1,10,0.0,Low,0
27.9,79.6,15.6,11.2,4,86.4,0,1,0.0,Low,0
32.7,32.7,8.0,0.0,21,46.4,1,6,0.948,Critical,1
29.6,37.8,4.1,0.9,23,39.8,0,9,0.654,High,1
25.0,81.5,3.5,0.4,12,65.0,1,5,0.489,Medium,0
33.9,54.6,6.6,0.7,24,39.4,0,9,0.767,Critical,1
27.6,77.1,5.6,13.4,2,91.3,0,11,0.0,Low,0
24.6,86.9,7.0,1.0,15,57.3,1,3,0.467,Medium,0
26.6,77.7,8.0,2.4,2,90.8,0,11,0.087,Low,0
28.9,69.3,29.0,53.7,1,94.4,0,1,0.367,Medium,0
24.0,82.4,5.9,15.0,0,94.5,1,3,0.106,Low,0
24.9,78.4,14.9,6.5,1,92.5,0,11,0.013,Low,0
29.7,73.5,9.1,41.1,3,89.8,0,11,0.126,Low,0
28.3,72.0,3.0,16.7,1,94.1,0,12,0.167,Low,0
29.2,95.0,7.0,12.9,4,87.1,0,10,0.0,Low,0
26.8,74.0,12.8,4.0,1,93.4,0,4,0.089,Low,0
35.0,64.1,25.9,0.0,11,72.5,0,6,0.869,Critical,1
30.2,85.9,17.8,16.1,3,90.1,0,5,0.241,Low,0
28.6,54.2,1.4,0.0,8,76.8,1,6,0.779,Critical,1
25.7,81.4,16.9,26.7,2,90.3,1,5,0.056,Low,0
24.0,61.5,18.1,0.1,6,79.5,0,6,0.305,Low,0
33.1,42.5,29.2,0.0,8,79.0,1,8,1.0,Critical,1
31.5,60.7,4.3,0.0,18,53.3,0,7,0.732,High,1
25.1,68.6,1.6,0.2,24,35.0,1,5,0.533,Medium,1
24.9,79.7,11.2,20.1,2,89.9,0,3,0.0,Low,0
30.3,49.0,21.3,4.4,4,87.7,0,6,0.507,Medium,1
29.6,72.9,5.2,1.8,6,82.3,1,4,0.315,Low,0
27.2,58.8,7.9,0.0,13,63.6,0,8,0.364,Medium,1
28.6,84.3,8.2,21.1,3,89.3,0,2,0.019,Low,0
32.1,25.0,10.2,0.0,12,68.5,1,6,0.979,Critical,1
32.2,65.8,4.6,1.2,19,51.1,0,7,0.501,Medium,0
29.3,60.5,4.7,68.2,3,89.7,0,3,0.169,Low,0
28.8,55.3,7.0,0.0,18,51.9,1,8,0.722,High,1
25.6,77.3,7.1,0.3,13,62.8,1,11,0.457,Medium,0
29.5,71.1,8.1,0.0,15,59.8,1,7,0.644,High,1
27.3,75.7,25.5,11.2,4,86.1,0,1,0.153,Low,0
35.3,48.2,12.2,0.0,5,87.7,0,9,0.743,High,1
30.5,69.1,7.4,0.2,17,55.3,0,2,0.7,High,1
34.7,25.0,18.4,3.3,0,95.0,0,6,0.727,High,0
37.6,53.0,5.5,3.4,0,95.0,0,6,0.488,Medium,1
28.4,81.2,4.6,5.0,0,95.0,1,5,0.257,Low,0
25.9,75.9,16.8,5.3,1,93.0,0,3,0.122,Low,0
28.1,71.4,17.6,5.1,2,91.5,0,1,0.162,Low,0
30.0,56.6,3.6,0.0,17,55.0,0,9,0.6,High,0
30.7,38.6,5.0,0.0,18,52.8,1,7,1.0,Critical,0
33.6,48.4,11.1,0.8,13,66.8,1,7,1.0,Critical,1
26.7,78.7,17.6,29.6,2,90.8,0,4,0.005,Low,0
26.8,77.6,13.1,11.4,3,88.4,1,2,0.098,Low,0
27.0,77.1,3.3,4.7,2,91.0,0,5,0.031,Low,0
30.3,68.5,12.1,11.8,3,90.2,0,11,0.276,Low,1
29.1,81.6,17.3,25.9,4,87.0,0,12,0.078,Low,0
32.2,52.1,12.6,2.4,4,88.6,1,6,0.668,High,0
33.4,67.2,2.7,0.0,6,84.2,0,6,0.595,High,0
27.8,73.3,3.9,11.0,3,88.9,1,2,0.081,Low,0
27.8,75.8,24.5,0.1,18,51.4,0,11,0.398,Medium,1
29.0,85.9,4.7,4.8,0,95.0,1,11,0.202,Low,0
26.9,87.0,24.6,4.4,2,91.0,0,5,0.102,Low,0
29.6,60.5,13.0,0.0,16,57.3,0,7,0.467,Medium,1
25.8,71.4,14.3,22.7,1,92.9,0,5,0.007,Low,0
35.4,59.4,11.4,0.0,12,70.2,0,6,0.67,High,1
26.4,75.3,31.0,8.5,4,85.7,1,1,0.13,Low,0
34.7,53.4,5.2,3.9,1,95.0,0,7,0.477,Medium,1
25.1,74.9,0.6,17.0,1,92.5,0,3,0.032,Low,0
34.5,44.9,5.8,6.0,0,95.0,1,6,0.77,Critical,1
37.1,40.0,8.0,0.0,17,58.6,1,6,0.966,Critical,1
26.4,70.9,12.3,2.7,2,90.7,0,10,0.141,Low,1
24.6,73.5,5.1,0.2,17,52.3,1,10,0.403,Medium,1
30.6,60.4,5.0,0.0,16,57.8,1,9,0.952,Critical,1
34.1,49.5,17.6,0.0,24,39.6,1,9,1.0,Critical,1
24.0,72.7,2.6,7.1,0,94.5,0,12,0.017,Low,0
26.0,71.3,4.4,19.5,0,95.0,0,10,0.018,Low,0
27.0,80.0,13.7,2.1,4,86.0,1,12,0.132,Low,0
33.0,44.8,6.6,0.0,14,64.0,0,8,0.674,High,0
34.6,38.6,10.1,0.0,9,77.3,0,6,0.77,Critical,1
27.5,83.4,3.9,1.4,6,81.2,0,10,0.148,Low,0
36.2,44.0,10.3,1.5,7,83.1,1,6,0.89,Critical,1
25.4,83.3,25.5,8.8,4,85.2,1,3,0.16,Low,0
29.7,25.0,7.9,0.1,15,59.8,1,8,0.997,Critical,0
26.8,70.9,6.3,27.7,1,93.4,1,11,0.0,Low,0
30.0,46.9,24.8,0.0,9,75.0,1,7,1.0,Critical,1
24.8,76.1,4.9,3.7,3,87.4,0,12,0.065,Low,0
33.0,57.1,4.7,2.9,2,94.0,1,7,0.652,High,1
31.5,41.5,9.6,0.3,16,58.3,0,7,0.674,High,0
27.6,79.0,8.4,0.2,19,48.8,0,4,0.388,Medium,0
32.6,46.3,5.0,0.0,17,56.3,0,7,0.677,High,1
30.5,88.2,15.7,18.1,2,92.8,0,5,0.163,Low,1
35.5,55.4,17.3,0.0,8,80.2,0,9,0.598,High,1
33.8,45.8,4.7,0.0,12,69.4,1,8,1.0,Critical,1
27.7,76.9,22.7,81.2,0,95.0,1,2,0.159,Low,0
28.4,72.2,20.9,2.4,0,95.0,0,11,0.256,Low,0
31.3,57.6,6.4,0.0,18,53.1,0,8,0.627,High,0
31.2,46.2,6.2,0.0,8,78.1,1,8,0.996,Critical,1
31.2,55.3,14.0,0.0,20,48.1,0,8,0.64,High,1
25.8,67.9,5.8,4.5,0,95.0,0,10,0.095,Low,1
34.5,37.9,5.3,0.0,11,72.3,0,6,0.867,Critical,1
26.6,84.2,10.5,21.3,3,88.3,1,3,0.0,Low,0
25.5,79.8,6.8,11.2,3,87.7,0,4,0.0,Low,0
28.1,84.6,5.9,11.7,3,89.1,0,5,0.032,Low,0
29.5,76.6,18.9,15.1,0,95.0,0,2,0.283,Low,0
30.3,91.5,27.1,100.0,2,92.7,1,2,0.376,Medium,0
25.9,71.6,4.7,1.1,24,35.4,0,4,0.283,Low,0
26.8,87.6,3.4,4.7,1,93.4,0,11,0.144,Low,0
27.8,75.7,15.4,6.7,0,95.0,1,3,0.101,Low,0
36.9,42.3,10.5,0.0,20,50.9,0,6,0.795,Critical,1
29.2,86.0,25.7,23.0,2,92.1,0,1,0.203,Low,0
25.8,88.5,0.7,27.3,1,92.9,0,3,0.0,Low,0
27.2,82.1,20.3,21.0,0,95.0,0,4,0.059,Low,0
27.8,73.1,14.2,33.1,4,86.4,0,4,0.005,Low,0
24.4,79.2,11.5,2.2,1,92.2,0,1,0.011,Low,0
29.7,83.0,7.6,24.4,4,87.4,1,2,0.176,Low,0
26.6,73.1,5.4,27.0,3,88.3,0,5,0.0,Low,0
27.6,68.6,7.9,6.9,2,91.3,0,12,0.122,Low,0
30.4,75.1,26.0,9.0,4,87.7,0,4,0.321,Low,0
27.7,75.6,2.9,3.6,4,86.3,1,12,0.022,Low,0
32.6,59.8,5.0,0.9,7,81.3,0,6,0.437,Medium,0
35.2,43.9,13.8,0.0,8,80.1,0,7,0.71,High,1
25.3,89.7,10.6,5.5,0,95.0,1,12,0.108,Low,0
24.9,80.9,25.1,17.4,1,92.5,0,3,0.118,Low,0
27.5,69.2,4.9,1.0,14,61.3,0,11,0.43,Medium,0
29.7,87.6,15.1,8.2,4,87.3,0,1,0.0,Low,1
27.0,66.4,10.4,8.2,0,95.0,1,10,0.054,Low,0
28.0,72.2,25.5,16.8,0,95.0,0,3,0.083,Low,1
26.5,68.5,20.8,22.1,1,93.2,1,2,0.109,Low,0
28.0,41.6,8.6,0.0,23,39.0,0,7,0.587,High,0
25.5,86.0,4.7,3.6,3,87.7,0,10,0.073,Low,0
25.1,72.2,18.4,16.7,3,87.6,1,11,0.121,Low,0
29.1,69.4,8.7,0.6,22,42.1,1,4,0.764,Critical,1
29.0,48.7,10.0,0.8,12,67.0,0,6,0.567,High,1
27.9,82.5,1.6,4.3,2,91.5,0,12,0.0,Low,0
32.7,41.4,29.8,6.7,2,93.9,1,7,0.815,Critical,1
31.0,35.3,2.1,0.0,23,40.5,0,9,0.735,High,1
32.1,64.2,17.5,0.0,20,48.6,0,9,0.595,High,1
26.7,72.6,6.7,31.5,3,88.4,1,1,0.0,Low,0
29.5,88.6,11.6,0.6,22,42.2,0,12,0.463,Medium,0
32.0,41.6,13.6,2.7,2,93.5,1,7,0.753,Critical,1
28.4,45.7,10.2,0.5,17,54.2,1,7,0.869,Critical,1
27.7,68.8,6.1,47.1,3,88.9,1,5,0.0,Low,0
28.1,78.4,2.3,7.4,0,95.0,1,1,0.263,Low,0
33.4,51.2,26.7,0.0,15,61.7,0,7,0.87,Critical,1
26.9,72.8,18.6,12.5,2,90.9,0,4,0.051,Low,0
24.0,71.0,29.1,30.2,2,89.5,1,2,0.137,Low,0
29.2,87.9,4.9,8.4,1,94.6,1,5,0.183,Low,0
26.8,77.8,14.6,7.2,0,95.0,0,4,0.064,Low,0
25.0,81.0,1.7,21.1,0,95.0,0,1,0.072,Low,0
31.3,75.6,10.3,2.3,0,95.0,0,12,0.286,Low,1
25.7,78.5,15.6,8.6,2,90.4,1,5,0.059,Low,0
27.0,82.6,5.8,3.6,1,93.5,0,11,0.019,Low,0
27.3,71.2,22.5,4.6,4,86.2,0,4,0.153,Low,1
24.8,68.1,7.0,23.4,2,89.9,0,12,0.035,Low,0
31.5,85.9,9.2,27.3,1,95.0,0,1,0.217,Low,0
35.0,51.0,9.1,1.7,17,57.5,1,8,1.0,Critical,1
29.7,85.7,5.9,15.2,3,89.8,1,3,0.114,Low,0
32.7,52.3,18.6,0.2,6,83.8,0,6,0.66,High,1
27.0,76.2,3.0,8.8,4,86.0,0,1,0.0,Low,0
29.0,46.7,7.5,0.4,12,67.0,0,7,0.588,High,1
30.3,83.3,18.2,29.0,1,95.0,0,3,0.309,Low,0
28.1,79.3,3.3,28.5,2,91.5,0,3,0.094,Low,0
31.7,79.9,10.4,6.8,3,90.8,0,5,0.242,Low,0
26.1,83.8,5.3,6.3,1,93.1,0,5,0.015,Low,0
25.8,51.3,5.2,0.0,16,55.4,1,8,0.739,High,0
24.7,64.6,16.5,8.2,1,92.4,0,4,0.023,Low,0
38.0,53.7,16.1,0.0,6,86.5,0,7,0.686,High,1
31.1,55.2,11.7,5.2,0,95.0,1,9,0.363,Medium,1
33.9,51.6,8.9,0.0,22,44.4,0,7,0.773,Critical,1
26.6,68.9,13.2,2.4,4,85.8,0,3,0.171,Low,0
30.7,55.4,20.1,0.7,16,57.9,0,9,0.636,High,1
35.1,54.4,8.1,0.0,23,42.5,0,8,0.905,Critical,1
26.6,77.0,5.5,8.3,1,93.3,0,2,0.046,Low,0
30.1,83.7,2.7,18.3,3,90.1,1,2,0.313,Low,0
27.2,84.6,6.7,17.5,1,93.6,0,10,0.023,Low,0
32.9,45.6,9.1,3.3,0,95.0,1,6,0.694,High,0
26.4,65.6,3.7,26.5,1,93.2,0,3,0.022,Low,0
33.5,81.5,19.2,5.6,3,91.7,0,4,0.445,Medium,0
28.3,84.9,23.4,3.3,1,94.2,0,4,0.26,Low,0
26.8,80.2,9.3,3.3,2,90.9,0,5,0.053,Low,0
35.8,40.1,7.9,0.0,10,75.4,0,8,0.706,High,1
24.6,78.6,2.4,9.5,1,92.3,0,4,0.0,Low,0
34.5,45.6,2.8,0.0,10,74.8,0,9,0.599,High,1
24.0,86.5,15.6,15.1,1,92.0,0,3,0.031,Low,0
28.1,81.8,5.2,17.3,2,91.5,0,10,0.051,Low,0
26.6,70.9,4.6,5.2,1,93.3,0,11,0.034,Low,0
26.7,66.3,1.1,16.3,2,90.9,0,4,0.148,Low,1
27.6,79.1,10.9,31.2,3,88.8,0,1,0.0,Low,0
28.3,65.1,8.8,41.4,2,91.6,0,5,0.071,Low,1
30.0,65.8,1.0,0.0,5,85.0,0,8,0.303,Low,0
32.3,73.6,9.8,0.0,18,53.7,0,6,0.468,Medium,1
28.8,67.0,11.0,6.4,0,95.0,0,5,0.276,Low,1
27.9,73.0,8.6,9.7,2,91.4,0,5,0.0,Low,0
35.8,49.8,10.2,0.0,20,50.4,1,6,0.98,Critical,1
26.1,83.3,5.2,28.7,0,95.0,0,12,0.049,Low,0
28.1,59.8,2.4,18.2,3,89.1,1,2,0.215,Low,0
28.1,68.7,5.9,24.2,0,95.0,0,12,0.139,Low,0
25.6,75.5,6.9,32.8,3,87.8,0,11,0.011,Low,0
26.8,71.9,6.9,4.0,0,95.0,1,10,0.06,Low,0
24.6,68.8,11.6,12.6,1,92.3,1,3,0.048,Low,0
27.4,90.1,5.9,9.7,3,88.7,1,11,0.0,Low,0
24.1,93.8,12.8,15.2,0,94.6,0,10,0.05,Low,0
31.4,67.9,4.5,0.0,19,50.7,1,7,0.854,Critical,1
29.4,51.0,10.3,0.0,23,39.7,0,9,0.592,High,0
28.8,90.5,12.3,11.4,4,86.9,0,12,0.101,Low,0
29.0,61.5,6.2,2.7,1,94.5,1,2,0.314,Low,0
34.1,38.4,17.4,0.0,21,47.1,0,7,0.941,Critical,1
24.0,88.9,27.1,6.0,0,94.5,1,11,0.259,Low,0
27.3,80.7,2.2,5.3,3,88.6,1,12,0.067,Low,0
29.8,59.2,24.4,0.0,12,67.4,0,6,0.448,Medium,0
32.8,57.6,2.6,9.5,3,91.4,0,7,0.264,Low,0
26.1,95.0,1.7,7.9,2,90.5,0,5,0.0,Low,1
27.5,67.3,18.4,17.4,1,93.8,0,4,0.122,Low,1
32.9,77.9,2.1,0.0,14,64.0,0,6,0.494,Medium,1
24.5,67.4,3.3,7.2,1,92.3,0,5,0.089,Low,0
28.9,25.0,3.5,0.0,16,56.9,0,6,0.647,High,0
26.0,57.5,5.9,0.0,8,75.5,0,8,0.274,Low,1
29.0,76.9,22.8,10.3,2,92.0,1,5,0.234,Low,1
26.4,72.5,14.7,7.7,1,93.2,0,4,0.056,Low,0
27.0,77.8,10.1,8.7,1,93.5,0,5,0.0,Low,0
26.0,76.2,9.9,18.1,0,95.0,0,4,0.028,Low,0
27.2,84.6,19.6,56.1,2,91.1,0,10,0.0,Low,0
33.1,46.4,5.9,0.0,23,41.6,0,8,0.669,High,0
30.7,74.6,0.8,21.5,0,95.0,1,10,0.286,Low,0
26.0,75.5,0.7,12.9,2,90.5,1,11,0.012,Low,0
28.7,92.4,6.0,2.4,3,89.4,1,5,0.224,Low,0
25.1,81.3,3.0,5.4,3,87.5,1,12,0.087,Low,0
34.5,30.8,23.3,0.0,19,52.2,0,8,1.0,Critical,1
30.1,60.9,20.2,2.8,0,95.0,1,6,0.62,High,1
28.6,77.1,4.1,4.1,4,86.8,0,3,0.078,Low,0
29.9,43.1,8.0,0.0,24,37.5,1,6,0.961,Critical,1
29.2,47.4,16.3,0.0,15,59.6,0,8,0.581,High,1
26.7,67.5,17.1,9.8,3,88.4,1,5,0.156,Low,0
24.6,86.9,4.0,10.8,0,94.8,1,10,0.061,Low,0
25.8,81.1,14.3,4.4,3,87.9,0,4,0.116,Low,0
24.2,77.7,4.3,5.6,3,87.1,0,10,0.057,Low,0
26.7,79.5,15.5,0.7,18,50.9,0,2,0.391,Medium,0
